#漢字	台羅	方音	白話字	語域	次數	權重	佐證	腔別	例源
烏	oo1	ㆦ	o͘		563	675	700,iT,教,日,植,比,甘,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:白;01:柏油;01:背景
烏	u1	ㄨ	u		7	55	iT,教,線		18:豐衣足食;18:不聲不響;21:草菅人命
烏	oo7	ㆦ˫	ō͘		1	11	日		08:亂
烔	tong5	ㄉㆲˊ	tông		2	2			06:烔(台甘);06:烔(普閩)
烖	tse7	ㄗㆤ˫	chē		1	1			25:瘟病
烘	hang1	ㄏㄤ	hang		74	158	iT,教,日,比,甘,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:炮;01:炮干;01:迸脆
烘	hong7	ㄏㆲ˫	hōng		12	64	教,日,甘,線		12:火辣辣;12:烘烘;18:燒
烙	lo7	ㄌㄜ/ㄌㄜ˫	lō	白/語	31	87	iT,教,甘,線		07:暖;07:暖和;08:烙(台甘)
烙	lok8	ㄌㆦㆶ ͘	lo̍k	文	6	50	教,日,甘,甘文		08:烙(台甘);08:烙(普閩);08:烙
烙	lo1	ㄌㄜ	lo	語	11	29	日,甘		08:烙(台甘);08:療毛子·氣;09:鍋煙子·
烙	loh8	ㄌㄜㆷ ͘	lo̍h	白	2	2			07:暖;08:烙(普閩)
烙	sio1	ㄒㄧㄜ	sio		1	1			08:烙(台甘)
烙	tshau3	ㄘㄠ˪	chhàu		1	1			08:烙(台甘)
烙	hue2	ㄏㄨㆤˋ	hóe		1	1			08:烙(台甘)
烙	he2	ㄏㆤˋ	hé		1	1			08:烙(台甘)
烙	ho2	ㄏㄜˋ	hó		1	1			08:烙(台甘)
烙	lau2	ㄌㄠˋ	láu		1	1			08:烙(普閩)
烜	suan1	ㄙㄨㄢ	soan		1	9	甘		15:烜(台甘)
烜	hui2	ㄏㄨㄧˋ	húi		1	9	甘		15:烜(台甘)
烜	huan2	ㄏㄨㄢˋ	hoán		2	2			15:烜(台甘);15:烜(普閩)
烝	tsing1	ㄐㄧㄥ	cheng	文	2	10	甘		16:烝(台甘);16:烝(普閩)
烞	pok4	ㄅㆦㆶ	pok		2	36	日,甘,線		01:吧嗒·;01:吧唧·
烞	phok4	ㄆㆦㆶ	phok		5	15	日		01:包;01:必必剝剝;02:如法炮製
烞	phok8	ㄆㆦㆶ ͘	pho̍k		1	11	日		01:必必剝剝
烟	hun1	ㄏㄨㄣ	hun		6	20	植,甘		06:土;08:老槍;15:熏
烟	ian1	ㄧㄢ	ian		3	19	甘,甘文		17:炊煙/烟;19:熱騰騰;24:過眼雲煙
烤	kho2	ㄎㄜˋ	khó		6	30	甘,線		02:炮;10:烤(台甘);10:烤(普閩)
烤	han1	ㄏㄢ	han		1	1			10:烤(台甘)
烤	tsu5	ㄗㄨˊ	chû		1	1			10:烤(台甘)
烤	tsi5	ㄐㄧˊ	chî		1	1			10:烤(台甘)
烰	phu5	ㄆㄨˊ	phû		3	35	iT,教		04:烰(台甘);04:烰
烰	pu5	ㄅㄨˊ	pû	白	3	19	線		04:烰(台甘);04:烰(普閩);10:烤
烰	hoo5	ㄏㆦˊ	hô͘		1	9	甘		04:烰(台甘)
烰	hu5	ㄏㄨˊ	hû	文	1	1			04:烰(普閩)
烰	hu1	ㄏㄨ	hu		1	1			16:煮鶴焚琴
烴	king7	ㄍㄧㄥ˫	kēng		2	10	甘		13:烴(台甘);25:烷
烴	thing1	ㄊㄧㄥ	theng		1	1			06:烴(台甘)
烷	uan5	ㄨㄢˊ	oân		3	25	iT,甘		25:烷(台甘);25:烷(普閩);25:烷
烹	phing1	ㄆㄧㄥ	pheng		14	80	iT,教,日,甘,線		02:烹(台甘);02:烹(普閩);02:烹
烹	hing1	ㄏㄧㄥ	heng		1	9	甘		02:烹(台甘)
烺	long2	ㄌㆲˋ	lóng		2	10	甘		08:烺(台甘);08:烺(普閩)
烺	long3	ㄌㆲ˪	lòng		2	2			08:烺
烽	hong1	ㄏㆲ	hong		7	31	甘,線		04:烽(台甘);04:烽(普閩);04:烽燧
焄	kun5	ㄍㄨㄣˊ	kûn		16	42	日,線		01:扒;02:扒;03:燜
焄	hun1	ㄏㄨㄣ	hun		1	9	甘		15:焄
焉	ian1	ㄧㄢ	ian		3	21	日,甘		16:旃;24:焉(台甘);24:焉(普閩)
焉	ian5	ㄧㄢˊ	iân		1	9	甘		24:焉(台甘)
焉	ian3	ㄧㄢ˪	iàn		1	9	甘		24:焉(台甘)
焊	han7	ㄏㄢ˫	hān		3	19	線		08:白鑞;08:鑞鎗頭;18:熟鐵
焊	huann7	ㄏㄨㆩ˫	hōaⁿ		2	18	線		12:焊
焌	tsun3	ㄗㄨㄣ˪	chùn		2	10	甘		13:焌(台甘);14:焌(台甘)
焌	tshut4	ㄘㄨㆵ	chhut		1	1			14:焌(普閩)
焐	u3	ㄨ˪	ù		13	45	iT,教		01:炮;06:湯婆子·;06:騰
焐	u2	ㄨˋ	ú		1	1			06:騰
焐	goo7	ㆣㆦ˫	gō͘		1	1			25:焐(普閩)
焙	pue7	ㄅㄨㆤ˫/ㄅㆤ˫	pōe	文	10	84	iT,教,日,甘,甘文,線		01:焙(台甘);01:焙(普閩);01:焙
焙	pe7	ㄅㄨㆤ˫/ㄅㆤ˫	pē	白/語	7	41	日,甘,線		01:焙(台甘);01:焙(普閩);01:焙
焚	hun5	ㄏㄨㄣˊ	hûn	文	6	58	教,日,甘,線		04:焚(台甘);04:焚(普閩);06:僮兒
焚	hiann5	ㄏㄧㆩˊ	hiâⁿ		15	41	日,線		02:烹;03:木柴;05:銚子·
焜	khun1	ㄎㄨㄣ	khun		1	9	甘		10:焜(台甘)
焠	tshui3	ㄘㄨㄧ˪	chhùi	文	2	36	比,甘,甘文	峽泉	21:焠(台甘);21:焠(普閩)
焠	tshuh4	ㄘㄨㆷ	chhuh	語	6	32	教,甘		13:焌;14:沏;21:佌
焠	tshu2	ㄘㄨˋ	chhú		1	1			21:佌
焠	tshu3	ㄘㄨ˪	chhù	白	1	1			21:焠(普閩)
無	bo5	ㆠㄜˊ/ㆠㄜ〾ˊ/ㆠㄨˊ	bô	語	6280	6428	700,iT,教,新,日,植,比,甘,線,諺	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:巴巴;01:巴鼻;01:扒
無	bu5	ㆠㄜˊ/ㆠㄨˊ	bû	文	154	252	iT,共,教,日,植,甘,甘文,線		01:扒拉·;01:罷了;01:脖頸(/梗)子·
無	bor5	ㆠㄛˊ	bô̤		1	33	iT,比	南混,高混	09:乾發急/乾著急
無	moo5	ㄇㆦˊ	mô͘		1	9	甘		03:南無
無	po5	ㄅㄜˊ	pô		7	7			03:馬虎;03:兩碼事;03:沒
無	u5	ㄨˊ	û		4	4			08:路;09:因果;10:不置可否
無	bo7	ㆠㄜ˫	bō		3	3			03:馬齒;17:扯;26:越軌
無	boh4	ㆠㄜㆷ	boh		2	2			09:隔閡;13:搭腳兒
無	bo3	ㆠㄜㆷ	bò		1	1			13:搭腳兒
焦	ta1	ㄉㄚ	ta	語	154	244	700,iT,教,日,比,甘	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:巴;01:巴巴;01:鍋巴
焦	tsiau1	ㄐㄧㄠ	chiau	文	6	80	iT,教,日,甘,甘文,線		08:乾餾;13:焦(台甘);13:焦(普閩)
焦	ta5	ㄉㄚˊ	tâ		8	42	日,甘,線		06:朷;09:枯槁;09:乾
焦	tsau1	ㄗㄠ	chau		5	39	日,甘,線		13:焦(台甘);19:弱;21:𡮦
焦	so3	ㄙㄜ˪	sò		1	1			13:焦(台甘)
焦	koo1	ㄍㆦ	ko͘		1	1			13:焦(台甘)
焦	an3	ㄢ˪	àn		1	1			13:焦(台甘)
焦	lu5	ㄌㄨˊ	lû		1	1			13:焦(台甘)
焦	luan3	ㄌㄨㄢ˪	loàn		1	1			13:焦(台甘)
焦	lut8	ㄌㄨㆵ ͘	lu̍t		1	1			13:焦(普閩)
焦	tan1	ㄉㄢ	tan		1	1			18:書本兒
焫	luah8	ㄌㄨㄚㆷ ͘/ㆡㄨㄚㆷ ͘	loa̍h		3	3			19:熱
焫	juah8	ㆡㄨㄚㆷ ͘	joa̍h		1	1			19:熱
焮	khian3	ㄎㄧㄢ˪	khiàn		4	20	線		08:溜;08:打鹵;09:編鍋
焮	him3	ㄏㄧㆬ˪	hìm	文	1	19	日,甘		15:焮(台甘)
焮	him1	ㄏㄧㆬ	him	文	1	9	甘		15:焮(台甘)
焮	hin3	ㄏㄧㄣ˪	hìn		1	1			15:焮(普閩)
焯	tsiok4	ㄐㄧㆦㆶ	chiok		4	12	甘		16:焯(台甘);17:焯(台甘);17:焯(普閩)
焯	tok4	ㄉㆦㆶ	tok		3	11	甘		16:焯(台甘);17:焯(台甘)
焯	tshiok4	ㄑㄧㆦㆶ	chhiok		2	10	甘		16:焯(台甘);17:焯(台甘)
焯	toh8	ㄉㄜㆷ ͘	to̍h		2	2			14:起火
焯	tak4	ㄉㄚㆶ	tak		2	2			16:焯(普閩);17:焯(普閩)
焯	tiok4	ㄉㄧㆦㆶ	tiok		1	1			16:焯(普閩)
焰	iam7	ㄧㆰ˫	iām	文	10	52	教,甘,線		05:毒;12:火紅;12:輝煌
焰	iann7	ㄧㆩ˫	iāⁿ	白	1	11	日		24:焰(普閩)
焰	ian2	ㄧㄢˋ	ián		1	1			12:火苗(兒)
焱	iann7	ㄧㆩ˫	iāⁿ	白	7	41	教,線		09:杲日;16:灼灼;18:鑠鑠
焱	iam7	ㄧㆰ˫	iām	文	3	11	甘		05:毒花花;24:焱(台甘);24:焱(普閩)
然	jian5	ㄌㄧㄢˊ/ㆢㄧㄢˊ	jiân		471	563	iT,教,日,比,甘,甘文,線	南混,高混	01:勃;01:勃興;01:勃然
然	lian5	ㄌㄧㄢˊ/ㆢㄧㄢˊ	liân		507	555	iT,教,線		01:勃;01:勃興;01:勃然
然	lian7	ㄌㄧㄢ˫	liān		1	1			06:恬
然	jian7	ㄌㄧㄢ˫	jiān		1	1			06:恬
然	tian5	ㆢㄧㄢˊ	tiân		1	1			09:固然
焿	kinn1	ㄍㆥ/ㄍㆪ	kiⁿ		13	23	日		05:得;05:逮;08:羹
焿	kenn1	ㄍㆥ/ㄍㆪ	keⁿ		5	5			08:羹;15:鹼性;17:吃虧
焿	ke1	ㄍㆪ	ke		2	2			17:懲前毖後;20:嘬/作癟子·
煅	thuan3	ㄊㄨㄢ˪	thoàn		1	1			05:煅(台甘)
煅	tuan7	ㄉㄨㄢ˫	toān	文	1	1			05:煅(普閩)
煅	thuan7	ㄊㄨㄢ˫	thoān	文	1	1			05:煅(普閩)
煅	thng7	ㄊㆭ˫	thn̄g	白	1	1			05:煅(普閩)
煇	hui1	ㄏㄨㄧ	hui		2	10	甘		15:煇(台甘);15:煇(普閩)
煇	hun1	ㄏㄨㄣ	hun		1	9	甘		15:煇(台甘)
煉	lian7	ㄌㄧㄢ˫	liān	文	39	105	iT,教,日,甘,線		02:炮;05:丹;05:鍛
煌	hong5	ㄏㆲˊ	hông		3	67	iT,教,甘,甘文,線		05:燉煌;12:輝煌;15:絢爛
煎	tsian1	ㄐㄧㄢ	chian	文	44	140	700,iT,教,日,甘,甘文,線		01:烙餅;01:鍋餅;01:扒
煎	tsuann1	ㄗㄨㆩ	choaⁿ	白/語	19	111	700,教,日,比,甘,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:表;02:烹;08:煉
煎	tsinn3	ㄐㆪ˪	chìⁿ		5	31	日,線		03:螞蚱·;13:焦;13:煎(台甘)
煎	tsuann3	ㄗㄨㆩ˪	chòaⁿ		6	16	日		08:煉;12:涸;12:頭和藥
煎	tsian2	ㄐㄧㄢˋ	chián	文	1	9	甘		13:煎(台甘)
煎	tsian3	ㄐㄧㄢ˪	chiàn	文	1	9	甘		13:煎(台甘)
煏	piak4	ㄅㄧㄚㆶ	piak	語	10	92	700,iT,教,日,比	南混,峽泉,竹泉,蘭漳,高混,鹿泉	01:爆;01:炮;01:煏(台甘)
煏	pik4	ㄅㄧㆤㆶ	pek	文	6	24	日,甘		01:煏(台甘);18:暑;19:熱
煏	pik8	ㄅㄧㆤㆶ ͘	pe̍k	文	1	1			01:煏(普閩)
煏	piak8	ㄅㄧㄚㆶ ͘	pia̍k	白	1	1			01:煏(普閩)
煒	ui2	ㄨㄧˋ	úi		2	10	甘		25:煒(台甘);25:煒(普閩)
煖	lo7	ㄌㄜ˫	lō		1	1			06:天
煙	ian1	ㄏㄨㄣ/ㄧㄢ	ian		114	206	iT,教,日,比,甘,甘文,線	中漳,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:爆;02:飄;03:陰霾
煙	hun1	ㄏㄨㄣ/ㄧㄢ	hun	語	56	96	日,植,甘,線		01:扒拉·;01:吧唧·;02:泡兒
煙	in1	ㄧㄣ	in		3	11	甘		12:花;24:煙/烟(台甘);24:煙/烟(普閩)
煙	gior7	ㆣㄧㄛ˫	giō̤		1	1			24:煙/烟(普閩)
煜	iok4	ㄧㆦㆶ	iok		1	15	iT		26:煜(台甘)
煜	iok8	ㄧㆦㆶ ͘	io̍k		2	10	甘		26:煜(台甘);26:煜(普閩)
煜	hiok4	ㄏㄧㆦㆶ	hiok		2	2			26:煜(台甘)
煞	suah4	ㄙㄨㄚㆷ	soah	白/語	268	374	700,iT,教,日,比,甘,線	南混,金泉	01:巴巴;01:巴的;01:罷
煞	sat4	ㄙㄚㆵ	sat	文	10	58	iT,教,甘,甘文		03:悶;03:猛;08:落
煞	sua3	ㄙㄨㄚ˪	sòa	語	2	2			18:煞(台甘)
煞	suat4	ㄙㄨㄚㆵ	soat		1	1			08:落
煞	sah4	ㄙㄚㆷ	sah		1	1			15:欣然
煞	sua1	ㄙㄨㄚ	soa		1	1			26:欲罷不能
煠	sah8	ㄙㄚㆷ ͘	sa̍h	白/語	26	122	700,iT,教,比,甘,線	北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:白水(兒);01:炮;01:煸
煠	sah4	ㄙㄚㆷ	sah		3	21	比	中漳	01:白鴨蛋;02:麵坯兒;23:熬
煠	iap8	ㄧㄚㆴ ͘	ia̍p	文	2	18	甘,甘文		16:煠(台甘);24:煠(台甘)
煠	sap8	ㄙㄚㆴ ͘	sa̍p	文	2	2			16:煠(普閩);24:煠(普閩)
煢	khing5	ㄎㄧㄥˊ	khêng		2	2			14:煢(台甘);14:煢(普閩)
煢	king5	ㄍㄧㄥˊ	kêng		1	1			14:煢(普閩)
煤	mui5	ㄇㄨㄧˊ	mûi		5	47	日,甘,甘文,線		03:煤;06:炱;06:煤炱
煤	muai5	ㄇㄨㄞˊ	moâi		1	1			18:賒
煦	u3	ㄨ˪	ù	白/語	13	47	日,甘,線		04:敷;06:湯婆子·;14:親(兒)
煦	hu2	ㄏㄨˋ	hú	文	2	10	甘		15:煦(台甘);15:煦(普閩)
照	tsiau3	ㄐㄧㄜ˪/ㄐㄧㄠ˪	chiàu	文	404	496	iT,教,新,日,甘,甘文,線		01:撥兒;01:坦白;01:卑
照	tsio3	ㄐㄧㄜ˪/ㄐㄧㄠ˪/ㄑㄧㄜ˫	chiò	語	92	136	教,日,線		01:版;02:跑電;03:鎂
照	tshio7	ㄐㄧㄜ˪/ㄑㄧㄜ˫	chhiō		7	25	日,甘		08:亮(兒);13:炬;16:照
照	tsiau2	ㄐㄧㄠˋ	chiáu		1	17	線		24:亦
煨	ue1	ㄨㆤ	oe		4	30	教,甘		25:煨(台甘);25:煨(普閩);25:煨
煩	huan5	ㄏㄨㄢˊ	hoân		200	266	iT,教,日,甘,線		01:杯弓蛇影;01:悲;01:逃避
煬	iong5	ㄧㆲˊ	iông	文	2	38	教,日,甘		24:煬(台甘);24:煬(普閩)
煬	iunn5	ㄧㆫˊ	iûⁿ	白/語	2	18	線		24:煬(台甘);24:煬(普閩)
煬	iong7	ㄧㆲ˫	iōng		2	2			24:煬(台甘)
煬	iang5	ㄧㄤˊ	iâng		1	1			24:煬(普閩)
煮	tsu2	ㄐㄧˋ/ㄗㄨˋ	chú		156	240	iT,教,日,比,甘,線	南混,蘭漳,高混	01:煲;01:煲飯;01:爆肚兒
煮	tsi2	ㄐㄧˋ/ㄗㄨˋ	chí		147	205	iT,日,比,線	蘭漳	01:煲;01:煲飯;01:爆肚兒
煲	po2	ㄅㄜˋ	pó		2	2			01:煲(台甘)
煲	po1	ㄅㄜ	po		2	2			01:煲(普閩)
煲	pau2	ㄅㄠˋ	páu		2	2			01:煲;16:煮鶴焚琴
煲	pau1	ㄅㄠ	pau		2	2			01:煲;16:煮鶴焚琴
煲	por2	ㄅㄛˋ	pó̤		1	1			01:煲(台甘)
煲	por1	ㄅㄛ	po̤		1	1			01:煲(普閩)
煸	pian1	ㄅㄧㄢ	pian		2	2			01:煸(台甘);01:煸(普閩)
煽	sian3	ㄒㄧㄢ˪	siàn		6	58	教,日,甘,線		14:敲邊鑼兒;18:扇/搧/煽;18:煽(台甘)
熄	sit4	ㄒㄧㆵ	sit		15	81	iT,教,日,甘,線		02:埄;02:<glyph:k/907;03:滅
熄	sih4	ㄒㄧㆷ	sih		15	15			03:冒光;08:亮光;16:眨啊眨地
熄	si5	ㄒㄧˊ	sî		1	1			16:煮鶴焚琴
熅	un7	ㄨㄣ˫	ūn	罕用	1	27	日,線		26:熅(台甘)
熅	un1	ㄨㄣ	un		5	13	甘		25:溫;26:熅(台甘);26:熅(普閩)
熅	un5	ㄨㄣˊ	ûn	罕用	5	5			26:熅(台甘)
熅	hue2	ㄏㄨㆤˋ	hóe	罕用	1	1			26:熅(台甘)
熅	he2	ㄏㆤˋ	hé	罕用	1	1			26:熅(台甘)
熅	ho2	ㄏㄜˋ	hó	罕用	1	1			26:熅(台甘)
熅	bang2	ㆠㄤˋ	báng	罕用	1	1			26:熅(台甘)
熅	hionn1	ㄏㄧㆧ	hioⁿ	罕用	1	1			26:熅(台甘)
熅	hiunn1	ㄏㄧㆫ	hiuⁿ	罕用	1	1			26:熅(台甘)
熅	konn3	ㄍㆧ˪	kòⁿ	罕用	1	1			26:熅(台甘)
熅	teh4	ㄉㆤㆷ	teh	罕用	1	1			26:熅(台甘)
熅	ut4	ㄨㆵ	ut	罕用	1	1			26:熅(台甘)
熅	un3	ㄨㄣ˪	ùn		1	1			26:熅斗
熇	ho1	ㄏㄜ/ㄏㄜㆷ	ho	語	4	70	iT,教,日,甘,線		10:熇(台甘);10:熇;12:熇
熇	hoh4	ㄏㄜㆷ	hoh	語	7	25	日,甘		08:滷魚;08:打…滷;10:熇(台甘)
熇	hok4	ㄏㄜㆷ/ㄏㆦㆶ	hok	文	2	18	甘,甘文		10:熇(台甘);10:熇
熇	hah4	ㄏㄚㆷ/ㄏㄜㆷ	hah		4	4			12:熇;15:噓;24:煙/薰火燎
熇	hannh4	ㄏㆩㆷ	haⁿh		1	1			24:煙/薰火燎
熊	him5	ㄏㄧㆬˊ	hîm	語	18	84	iT,教,日,甘,線		01:八珍;02:貔貅;04:蹯
熊	hiong5	ㄏㄧㆲˊ	hiông	文	2	28	日,甘,甘文		15:熊(台甘);15:熊(普閩)
熏	hun1	ㄏㄨㄣ	hun		65	121	iT,教,甘,線		03:冒;03:溟濛;06:頭兒
熏	hun3	ㄏㄨㄣ˪	hùn		1	1			15:熏(普閩)
熏	ian1	ㄏㄨㄣ	ian		1	1			24:煙
熒	ing5	ㄧㄥˊ	êng	白	2	10	甘		24:熒(台甘);24:熒(普閩)
熒	hing5	ㄏㄧㄥˊ	hêng	文	1	1			24:熒(普閩)
熓	u3	ㄨ˪	ù		3	3			15:噓
熔	iunn5	ㄧㆧˊ/ㄧㆫˊ	iûⁿ		12	54	iT,教,日		02:盤香;04:翻砂;06:一團糟
熔	ionn5	ㄧㆧˊ/ㄧㆫˊ	iôⁿ		12	12			02:盤香;04:翻砂;06:一團糟
熕	kong3	ㄍㆲ˪	kòng		3	21	日,甘		02:炮;09:熕(台甘);09:熕(普閩)
熕	khong3	ㄎㆲ˪	khòng		2	2			09:咕嘟·;25:煨
熗	tshing3	ㄑㄧㄥ˪	chhèng		6	24	教		12:烀;14:熗(台甘);14:熗
熗	tshiang2	ㄑㄧㄤˋ	chhiáng		2	2			12:烀;16:煮鶴焚琴
熗	tshiong3	ㄑㄧㆲ˪	chhiòng		1	1			14:熗(普閩)
熘	liu7	ㄌㄧㄨ˫	liū		1	1			08:熘(台甘)
熚	pih8	ㄅㄧㆷ ͘	pi̍h		4	12	甘		08:連珠砲;20:齜
熚	phih8	ㄆㄧㆷ ͘	phi̍h		5	5			01:畢畢剝剝;02:劈劈啪啪;03:毛
熛	phiau1	ㄆㄧㄠ	phiau	文	1	9	甘		01:熛(台甘)
熟	sik8	ㄒㄧㆤㆶ ͘	se̍k	白/語	112	178	iT,教,日,甘,線		01:半;02:朋;03:莫
熟	sik4	ㄒㄧㆤㆶ	sek	白/語	57	91	日,甘,線		01:烙餅;02:噴兒;03:陌生人
熟	siok8	ㄒㄧㆤㆶ/ㄒㄧㆦㆶ ͘	sio̍k	文	24	68	教,日,甘,甘文		01:鄙見;04:發育;08:柳絮
熠	sih4	ㄒㄧㆷ	sih		8	24	線		03:冒光;09:光亮;09:亮光
熠	ip4	ㄧㆴ	ip		1	9	甘		24:熠(台甘)
熠	sip8	ㄒㄧㆴ ͘	si̍p		1	9	甘		24:熠(台甘)
熥	thang1	ㄊㄤ	thang	白	1	55	教,比,諺	北泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	06:熥(普閩)
熥	thng7	ㄊㆭ˫	thn̄g		9	41	iT,教		02:泡…飯;04:泡飯;06:熥(台甘)
熥	liu7	ㄌㄧㄨ˫	liū		1	1			06:熥(台甘)
熥	thong1	ㄊㆲ	thong	文	1	1			06:熥(普閩)
熨	ut4	ㄨㆵ	ut		35	101	iT,教,日,甘,線		01:板兒平;02:噴;02:噴霧器
熨	ui3	ㄨㄧ˪	ùi		1	9	甘		26:熨(台甘)
熨	sann1	ㄙㆩ	saⁿ		1	1			26:熨(台甘)
熨	u3	ㄨ˪	ù		1	1			26:熨
熬	go5	ㆣㄜˊ	gô	文	10	62	教,日,甘,線		08:煉;13:膠;13:煎
熬	ngau5	ㄫㄠˊ	ngâu	白/語	7	55	iT,日,甘,線		13:煎熬;23:熬/爊(台甘);23:熬菜
熬	ngoo5	ㄫㆦˊ	ngô͘	文	2	28	日,甘,甘文		23:熬/爊(台甘);23:熬(台甘)
熬	au5	ㄠˊ	âu		8	8			16:煮鶴焚琴;23:熬;23:熬頭·
熬	au1	ㄠ	au		7	7			16:煮鶴焚琴;23:熬;23:熬魚
熬	gau5	ㆣㄠˊ	gâu		1	1			16:嗻
熯	han2	ㄏㄢˋ	hán		4	4			16:炸丸子·;16:蒸蒸;16:煮鶴焚琴
熰	au1	ㄠ	au		1	9	甘		23:熰(台甘)
熱	jiat8	ㄌㄧㄚㆵ ͘/ㆡㄨㄚㆷ ͘/ㆢㄧㄚㆵ ͘	jia̍t		170	254	iT,教,日,比,甘,線	中漳	01:白忙合;01:敗火化痰;01:背
熱	liat8	ㄌㄧㄚㆵ ͘/ㆡㄨㄚㆷ ͘/ㆢㄧㄚㆵ ͘	lia̍t	文/語	201	249	iT,教,線		01:白忙合;01:敗火化痰;01:背
熱	luah8	ㄌㄨㄚㆷ ͘/ㆡㄨㄚㆷ ͘/ㆢㄧㄚㆵ ͘	loa̍h	白	137	225	700,iT,教,比,線	北泉,竹泉,金泉,鹿泉	01:避暑;03:麻布;03:悶
熱	juah8	ㄌㄧㄚㆵ ͘/ㄌㄨㄚㆷ ͘/ㆡㄨㄚㆷ ͘	joa̍h	語	116	214	700,iT,教,日,比,線	中漳,南混,澎泉,高混	01:避暑;03:麻布;03:悶
熱	sio1	ㄒㄧㄜ	sio		7	7			04:風風雪雪;12:火;16:蒸
熱	liat4	ㆢㄧㄚㆵ ͘	liat		2	2			10:開;17:吵喜
熱	jiak8	ㄌㄧㄚㆵ ͘	jia̍k		1	1			08:門可羅雀
熱	han5	ㆡㄨㄚㆷ ͘	hân		1	1			14:氣象
熱	jiat4	ㆢㄧㄚㆵ	jiat	文	1	1			19:熱(台甘)
熱	luah4	ㄌㄨㄚㆷ	loah	語	1	1			19:熱(台甘)
熱	sik8	ㄒㄧㆤㆶ ͘	se̍k		1	1			26:饔
熲	king2	ㄍㄧㄥˋ	kéng		1	9	甘		13:熲(台甘)
熸	tsiam1	ㄐㄧㆰ	chiam		1	9	甘		13:熸(台甘)
熹	si1	ㄒㄧ	si		1	1			10:烤煙
熾	tshi3	ㄑㄧ˪	chhì		2	10	甘		17:熾(台甘);17:熾(普閩)
燁	iap8	ㄧㄚㆴ ͘	ia̍p		1	17	線		24:燁(普閩)
燁	iap4	ㄧㄚㆴ	iap		3	11	甘		18:閃;24:燁(台甘)
燁	ie2	ㄧㄝˋ	ié		1	1			24:煠
燂	tham5	ㄊㆰˊ	thâm		2	10	甘		06:燂(台甘);06:燂(普閩)
燂	tsiam5	ㄐㄧㆰˊ	chiâm		1	9	甘		06:燂(台甘)
燂	ku3	ㄍㄨ˪	kù		2	2			06:燂(台甘)
燃	hiann5	ㄏㄧㆩˊ	hiâⁿ	白	2	80	700,iT,教,甘,線		09:鍋爐;19:燃(普閩)
燃	jian5	ㆢㄧㄢˊ	jiân		4	64	教,日,甘,甘文,線		04:烽火;19:燃(台甘);20:鑽
燃	lian5	ㄌㄧㄢˊ/ㆢㄧㄢˊ	liân	文	8	26	教		04:烽火;12:呵凍;12:開…火
燄	iam7	ㄧㆰ˫	iām		1	43	教,甘,線		03:曼妙
燈	ting1	ㄉㄧㄥ	teng		109	217	iT,共,教,日,植,比,甘,線	南混,澎泉,金泉,高混,鹿泉	01:撥;01:背光;01:扳簧
燉	tun7	ㄉㄨㄣ˫	tūn	語	12	78	iT,教,日,甘,線		01:扒;02:扒;05:燉(台甘)
燉	tun1	ㄉㄨㄣ	tun	文	2	28	日,甘,甘文		05:燉(台甘);05:燉/炖(台甘)
燉	thun1	ㄊㄨㄣ	thun	文	2	10	甘		05:燉(台甘);05:燉/炖(台甘)
燉	tun2	ㄉㄨㄣˋ	tún		2	2			05:燉/炖(普閩);25:溫酒
燊	sin1	ㄒㄧㄣ	sin		1	1			18:燊(台甘)
燎	liau5	ㄌㄧㄠˊ	liâu	文	9	27	日,甘		04:風圈;08:燎(台甘);08:燎(普閩)
燎	liau7	ㄌㄧㄠ˫	liāu	文	3	11	甘		08:燎(台甘)
燎	liau2	ㄌㄧㄠˋ	liáu	文	5	5			08:燎原;08:燎(台甘);08:燎(普閩)
燏	ut8	ㄨㆵ ͘	u̍t		2	2			26:燏(台甘);26:燏
燐	lin5	ㄌㄧㄣˊ	lîn		6	44	iT,甘,線		08:燐/磷(台甘);08:燐/磷(普閩);08:燐
燒	sio1	ㄒㄧㄜ	sio	白/語	423	531	iT,教,日,植,比,甘,線,諺	中漳,北泉,峽泉,澎泉,竹泉,蘭漳,金泉,鹿泉	01:爆;01:炮;01:抱佛腳
燒	siau1	ㄒㄧㄠ	siau	文	8	50	日,甘,甘文,線		14:取暖;15:噓;18:曬暖兒
燔	huan5	ㄏㄨㄢˊ	hoân		2	10	甘		04:燔(台甘);04:燔(普閩)
燔	huan1	ㄏㄨㄢ	hoan		1	9	甘		04:燔(台甘)
燕	ian3	ㄧㄢ˪	iàn	文	11	85	iT,教,日,甘,甘文,線		02:旆;12:頷;16:鸇
